direction,regime,Force,feedrate,Gfl_dB
RD,2,-1,0,6.5430285083022355
RD,2,-1,0,9.151132997862081
RD,2,-1,0,7.938184070885637
RD,2,-1,0,8.630581297308773
RD,2,-1,0,6.36429294971304
RD,2,-1,0,7.07962043813561
RD,2,-1,0,7.305097320502139
RD,2,-1,0,8.44519462165712
RD,2,-1,0,7.722358299417351
RD,2,-1,0,6.900763011960098
RD,2,-1,0,8.289318050533545
RD,2,-1,0,7.699036659151268
RD,2,-1,0,7.816608444256605
RD,2,-1,0,7.404635040974092
RD,2,-1,0,9.889381353646751
RD,2,-1,0,9.613091986535007
RD,2,-1,0,7.239018305948122
RD,2,-1,0,8.637838714301314
RD,2,-1,0,9.95185626032125
RD,2,-1,0,8.983391520065052
RD,2,-1,0,6.742741801492844
RD,2,-1,0,8.833122996218119
RD,2,-1,0,7.514451825087818
RD,2,-1,0,9.070467027887865
RD,2,-1,0,8.56738809902799
RD,2,-1,0,5.9353924105833045
RD,2,-1,0,8.066448068131038
RD,2,-1,0,8.170579339363488
RD,2,-1,0,8.122791040480486
RD,2,-1,0,8.035258918430124
RD,2,-1,0,8.162171500957367
RD,2,-1,0,8.150203439205868
RD,2,-1,0,6.6595504857085785
RD,2,-1,0,7.16380000128936
RD,2,-1,0,8.584604060287546
RD,2,-1,0,8.63843690861458
RD,2,-1,0,7.186991302978143
RD,2,-1,0,7.039786326557476
RD,2,-1,0,7.6499043054577065
RD,2,-1,0,7.199932203020687
RD,2,-1,0,7.982072509423954
RD,2,-1,0,6.658172256781949
RD,2,-1,0,7.448024972708289
RD,2,-1,0,5.910760783337192
RD,2,-1,0,6.560497229417539
RD,2,-1,0,8.644579122811482
RD,2,-1,0,7.153134197685951
RD,2,-1,0,6.474591728612875
RD,2,-1,0,8.790933660660478
RD,2,-1,0,7.702994500637921
RD,2,-1,0,8.061738298425851
RD,2,-1,0,7.466668407794934
RD,2,-1,0,7.544987200244488
RD,2,-1,0,6.978218384372461
RD,2,-1,0,9.26313093549016
RD,2,-1,0,11.994433878614466
RD,2,-1,0,11.11042823181311
RD,2,-1,0,10.033957700810436
RD,2,-1,0,7.519394056965876
RD,2,-1,0,8.3106422810995
RD,2,-1,0,8.712842854783851
RD,2,-1,0,8.165170242233
RD,2,-1,0,7.063268956679671
RD,2,-1,0,6.997264345965419
RD,2,-1,0,7.1224086654807905
RD,2,-1,0,7.343074001017982
RD,2,-1,0,7.967870614095549
RD,2,-1,0,7.127991899794903
RD,2,-1,0,6.334629121854771
RD,2,-1,0,7.498646650173093
RD,2,-1,0,6.5927573493226
RD,2,-1,0,10.30201645761366
RD,2,-1,0,8.28764558156319
RD,2,-1,0,6.45712563183741
RD,2,-1,0,8.666502010765953
RD,2,-1,0,7.475395826471747
RD,2,-1,0,8.881526325618196
RD,2,-1,0,8.458472089197624
RD,2,-1,0,6.817349567463342
RD,2,-1,0,7.708276426832583
RD,2,-1,0,8.023192711195968
RD,2,-1,0,8.33025241125478
RD,2,-1,0,8.366687419455587
RD,2,-1,0,7.0694541755101525
RD,2,-1,0,7.523418902430343
RD,2,-1,0,6.758576549843784
RD,2,-1,0,8.334112489026104
RD,2,-1,0,8.537081885983824
RD,2,-1,0,11.023868535554584
RD,2,-1,0,9.494005694386516
RD,2,-1,0,9.20594674476888
RD,6,0,1,10.622517391777002
RD,6,0,1,8.881527027041134
RD,6,0,1,12.1627596858702
RD,6,0,1,11.67550106775078
RD,6,0,1,8.732560713818263
RD,6,0,1,9.700662186042361
RD,6,0,1,8.347539526006553
RD,6,0,1,8.67258119785081
RD,6,0,1,9.536475236085362
RD,6,0,1,9.29681995971583
RD,6,0,1,8.500500872699703
RD,6,0,1,8.687784644877894
RD,6,0,1,9.588756644004999
RD,6,0,1,7.766655100833191
RD,6,0,1,7.670203504335404
RD,6,0,1,10.684350144661927
RD,6,0,1,12.636685094750142
RD,6,0,1,12.600617327546093
RD,6,0,1,8.328776631529067
RD,6,0,1,9.756379484773099
RD,6,0,1,8.2866660175244
RD,6,0,1,7.003497027459655
RD,6,0,1,9.432474514647549
RD,6,0,1,8.477147906860338
RD,6,0,1,9.80821508199492
RD,6,0,1,8.511338868127911
RD,6,0,1,9.004654635352853
RD,6,0,1,9.090098960491133
RD,6,0,1,8.52379824174795
RD,6,0,1,9.59623815202356
RD,6,0,1,9.596027410544412
RD,6,0,1,9.674161627443638
RD,6,0,1,8.741278545579565
RD,6,0,1,9.546988570993431
RD,6,0,1,10.442013423891119
RD,6,0,1,8.200488331647033
RD,6,0,1,8.890317231536518
RD,6,0,1,9.963929963783116
RD,6,0,1,11.754761608363129
RD,6,0,1,11.021054289484447
RD,6,0,1,9.313493769530616
RD,6,0,1,8.75029225507344
RD,6,0,1,8.952525552943857
RD,6,0,1,9.717415585190512
RD,6,0,1,9.256949934574585
RD,6,0,1,9.471519417076433
RD,6,0,1,8.33042020293222
RD,6,0,1,9.21140997928017
RD,6,0,1,9.653225396116376
RD,6,0,1,8.847759735220855
RD,6,0,1,8.548408607271583
RD,6,0,1,8.778623481256371
RD,6,0,1,9.16981807973194
RD,6,0,1,8.75255859480431
RD,6,0,1,8.684900897470271
RD,6,0,1,8.211898273156404
RD,6,0,1,10.063707820898937
RD,6,0,1,8.8928469230318
RD,6,0,1,9.649935848450681
RD,6,0,1,9.004237811084224
RD,6,0,1,9.37949906802901
RD,6,0,1,9.700269488729454
RD,6,0,1,10.302394780798583
RD,6,0,1,10.639638347539613
RD,6,0,1,9.248013229328897
RD,6,0,1,9.597397296420311
RD,6,0,1,9.093073198427017
RD,6,0,1,11.236813963598529
RD,6,0,1,10.365776431538496
RD,6,0,1,11.396054498110963
RD,6,0,1,10.796913402215615
RD,6,0,1,7.832921227182634
RD,6,0,1,9.679289816481269
RD,6,0,1,8.862421420851945
RD,6,0,1,9.185994928854218
RD,6,0,1,9.399482919712714
RD,6,0,1,9.8770573822026
RD,6,0,1,9.906906858313942
RD,6,0,1,10.905342228957515
RD,6,0,1,9.335394654439622
RD,6,0,1,8.75939659735625
RD,6,0,1,10.47997039836142
RD,6,0,1,9.811038204612146
RD,6,0,1,9.18905013395186
RD,6,0,1,9.478190066318515
RD,6,0,1,10.315239367217739
RD,6,0,1,9.232857217218271
RD,6,0,1,9.309588643131708
RD,6,0,1,9.17561309086766
RD,6,0,1,9.290235268840608
RD,6,0,1,8.762265936988793
RD,6,0,1,10.167479635322838
RD,6,0,1,9.506923396619076
RD,6,0,1,10.76797480736385
RD,6,0,1,8.466435124890808
RD,6,0,1,8.306609326792511
RD,6,0,1,9.12123655024379
RD,6,0,1,9.564440602159436
RD,6,0,1,9.526575562162218
RD,6,0,1,9.701776137580929
RD,6,0,1,9.693267741339486
RD,6,0,1,9.06802495111215
RD,6,0,1,9.561612188574653
RD,6,0,1,9.414012411525245
RD,6,0,1,8.713295255071554
RD,6,0,1,8.78123496622445
RD,6,0,1,8.183375427060557
RD,6,0,1,8.958695443131308
RD,6,0,1,9.421083540790729
RD,6,0,1,9.780639964424083
RD,6,0,1,8.007862068224583
RD,6,0,1,9.070162861932154
RD,6,0,1,8.341759594318265
RD,6,0,1,9.805635891581943
RD,6,0,1,9.095754252751753
RD,6,0,1,7.953528687969271
RD,6,0,1,9.527627303551949
RD,6,0,1,9.960430086904601
RD,6,0,1,9.820323570268261
RD,6,0,1,8.64773115538119
RD,6,0,1,9.52481321579322
RD,6,0,1,10.25702525856019
RD,6,0,1,8.762382676541627
RD,6,0,1,8.828809570310181
RD,6,0,1,9.33790491299769
RD,6,0,1,8.38365288372632
RD,6,0,1,9.92856071281139
RD,6,0,1,8.14256294257957
RD,6,0,1,9.58423818339524
RD,6,0,1,9.539534558265768
RD,6,0,1,10.205573057567001
RD,6,0,1,9.4456922161398
RD,6,0,1,8.917931631988605
RD,6,0,1,8.70444085511414
RD,6,0,1,8.376021068054786
RD,6,0,1,8.56799237089394
RD,6,0,1,9.667169061255532
RD,6,0,1,11.199653657123818
RD,6,0,1,8.551632833838791
RD,6,0,1,8.94120735508892
RD,6,0,1,9.45139686357221
RD,6,0,1,9.578363063036104
RD,6,0,1,12.480415299688321
RD,6,0,1,10.127586023326849
RD,6,0,1,10.923412361884122
RD,6,0,1,9.27647971508053
RD,6,0,1,8.738176112560474
RD,6,0,1,9.574349635155368
RD,6,0,1,9.144660269818772
RD,6,0,1,7.087629161684905
RD,6,0,1,9.66046837352442
RD,6,0,1,8.488133265931399
RD,6,0,1,9.030900057425573
RD,6,0,1,8.746344244231423
RD,6,0,1,7.9587744284772555
RD,6,0,1,8.808108793138896
RD,6,0,1,9.135370621092704
RD,6,0,1,9.196191180671303
RD,6,0,1,9.800486634216217
RD,6,0,1,7.820498278481853
RD,6,0,1,9.090437526930604
RD,6,0,1,9.124986394719112
RD,6,0,1,9.918755486303734
RD,6,0,1,10.071232589574812
RD,6,0,1,8.597040543940544
RD,6,0,1,8.679473348962308
RD,6,0,1,10.318142515876776
RD,6,0,1,10.24258766707403
RD,6,0,1,9.6204808338973
RD,6,0,1,9.406862679784336
RD,6,0,1,9.58485639318651
RD,6,0,1,8.144559595855956
RD,6,0,1,10.283233094397577
RD,6,0,1,10.582946011955698
RD,6,0,1,9.86475268776923
RD,6,0,1,9.295593260765287
RD,6,0,1,9.41692240152749
RD,6,0,1,9.52961979646334
RD,6,0,1,8.590229524679316
RD,6,0,1,7.979630719151771
RD,6,0,1,9.132115099757598
RD,6,0,1,9.26696934183699
RD,6,0,1,8.910461861069106
RD,6,0,1,9.134466935358176
RD,6,0,1,9.799277739952288
RD,6,0,1,8.2619658627039
RD,6,0,1,7.713056676253842
RD,6,0,1,11.111565115965938
RD,6,0,1,8.63904277522252
RD,6,0,1,8.638238399932234
RD,6,0,1,8.813124157792931
RD,6,0,1,9.948254592276431
RD,6,0,1,10.373114546900428
RD,6,0,1,10.60072888425907
RD,6,0,1,9.23666817911144
RD,6,0,1,9.255139814570299
RD,6,0,1,9.936889220972649
RD,6,0,1,7.795517356183783
RD,6,0,1,8.300667844112315
RD,6,0,1,10.102074070365816
RD,6,0,1,14.36519011510292
RD,6,0,1,9.815200175905296
RD,6,0,1,11.956937342728136
RD,6,0,1,9.452919308513792
RD,6,0,1,9.645259610292403
RD,6,0,1,8.787975685477374
RD,6,0,1,9.295057591501124
RD,6,0,1,9.707756757909642
RD,6,0,1,9.094853046274824
RD,6,0,1,8.894115323296887
RD,6,0,1,9.4458188902831
RD,6,0,1,8.307180889139403
RD,6,0,1,8.804009807473143
RD,6,0,1,8.780152757190134
RD,6,0,1,10.223803993288367
RD,6,0,1,8.474858630302329
RD,6,0,1,10.542656356264253
RD,6,0,1,10.883194513101735
RD,6,0,1,11.1412747096659
RD,6,0,1,11.104904224675103
RD,6,0,1,9.327476941323898
RD,6,0,1,8.790163356112277
RD,6,0,1,10.025829728270992
RD,6,0,1,8.929370884324044
RD,6,0,1,9.315293458697536
RD,6,0,1,10.59111837638369
RD,6,0,1,8.808337163678868
RD,6,0,1,9.25402646949868
RD,6,0,1,10.265067549082385
RD,6,0,1,9.540053263043582
RD,6,0,1,9.92671746866856
RD,6,0,1,9.46467434520244
RD,6,0,1,8.745859475056044
RD,6,0,1,9.975564305850124
RD,6,0,1,8.138383157695994
RD,6,0,1,8.617082193324084
RD,6,0,1,11.584252135575621
RD,6,0,1,7.80042633357894
RD,6,0,1,9.959071291041965
RD,6,0,1,7.319881957061245
RD,6,0,1,10.225234065421525
RD,6,0,1,9.554461876939744
RD,6,0,1,8.862829158222212
RD,6,0,1,9.29415594334193
RD,6,0,1,9.173732024228638
RD,6,0,1,8.485298418587632
RD,6,0,1,8.43419929313205
RD,6,0,1,8.70375528743974
RD,6,0,1,8.76367544975544
RD,6,0,1,9.547289367838445
RD,6,0,1,8.291641867185326
RD,6,0,1,7.297092479389793
RD,6,0,1,11.013050117459038
RD,6,0,1,12.20975069962865
RD,6,0,1,8.515041819603333
RD,6,0,1,8.354476856435777
RD,6,0,1,9.04530717815538
RD,6,0,1,8.910394856472834
RD,6,0,1,8.822360056427954
RD,6,0,1,8.907070637846637
RD,6,0,1,8.73631995556039
RD,6,0,1,10.123061521674188
RD,6,0,1,9.634781367446053
RD,6,0,1,9.84012390198922
RD,6,0,1,9.058364320617205
RD,6,0,1,9.40202179162057
RD,6,0,1,10.776238769730995
RD,6,0,1,8.706774907417607
RD,6,0,1,8.322632695102357
RD,6,0,1,9.361520663556444
RD,6,0,1,8.466491334995645
RD,6,0,1,8.748720124674172
RD,6,0,1,8.261765025919043
RD,6,0,1,9.67669632957504
RD,6,0,1,7.671583332904532
RD,6,0,1,7.961425236645443
RD,6,0,1,8.638030359710704
RD,6,0,1,8.854538351525303
RD,6,0,1,7.503123035314623
RD,6,0,1,9.250657579044876
RD,6,0,1,8.785731719859164
RD,6,0,1,8.02968310808204
RD,6,0,1,9.46324535079631
RD,6,0,1,8.35303997105175
RD,6,0,1,9.285813375682501
RD,6,0,1,8.605934346993056
RD,6,0,1,9.739879851626192
RD,6,0,1,8.602884419967936
RD,6,0,1,10.329519984286666
RD,6,0,1,7.62773515818477
RD,6,0,1,9.501714759893094
RD,6,0,1,8.738852907328702
RD,6,0,1,8.853515572708037
RD,6,0,1,9.40094279310932
RD,6,0,1,8.70133737127702
RD,6,0,1,11.264500512869535
RD,6,0,1,11.072918839613486
RD,6,0,1,8.162601782274415
RD,6,0,1,11.207730142727339
RD,6,0,1,8.94313396025888
RD,6,0,1,8.972248301018304
RD,6,0,1,9.626080354595743
RD,6,0,1,10.83360194900255
RD,6,0,1,9.403565587882188
RD,6,0,1,7.708226201703496
RD,6,0,1,11.24000243841154
RD,6,0,1,7.718221955588724
RD,6,0,1,7.870749525640903
RD,6,0,1,8.71692659219093
RD,6,0,1,10.319531783882105
RD,6,0,1,9.145296359169972
RD,6,0,1,9.039671308043413
RD,6,0,1,9.464430734897586
RD,6,0,1,10.460319468457122
RD,6,0,1,8.88795252841204
RD,6,0,1,9.073718486413629
RD,6,0,1,8.878646622414141
RD,6,0,1,8.16826652144318
RD,6,0,1,9.855221964851015
RD,6,0,1,9.136363346077232
RD,6,0,1,9.094775205167984
RD,6,0,1,10.998771102896061
RD,6,0,1,7.979621279094253
RD,6,0,1,8.958408322306362
RD,6,0,1,8.913573312778595
RD,6,0,1,8.943816062723613
RD,6,0,1,9.69802356108687
RD,6,0,1,10.063991780631323
RD,6,0,1,9.304293372126136
RD,6,0,1,7.9528041470828725
RD,6,0,1,7.799672073049155
RD,6,0,1,9.729760716139229
RD,6,0,1,9.891856680361144
RD,6,0,1,8.83946922463636
RD,6,0,1,8.887635179845432
RD,6,0,1,9.415474136514401
RD,6,0,1,8.728933046669116
RD,6,0,1,8.737439126543673
RD,6,0,1,11.85233700653086
RD,6,0,1,9.95232128266684
RD,6,0,1,8.382184672455057
RD,6,0,1,10.429836853004062
RD,6,0,1,8.606122390951843
RD,6,0,1,9.363422352916242
RD,6,0,1,8.87865175382128
RD,6,0,1,8.361487274647192
RD,6,0,1,9.16598920849598
RD,6,0,1,10.386912375278943
RD,6,0,1,7.842150304737849
RD,6,0,1,9.459193886849508
RD,6,0,1,9.476990730951655
RD,6,0,1,8.69411329701764
RD,6,0,1,7.4321612502597745
RD,6,0,1,9.339746617865465
RD,6,0,1,10.018037374273145
RD,6,0,1,7.998209110485739
RD,6,0,1,8.65485854351638
RD,6,0,1,7.402893836966022
RD,6,0,1,10.69839159934812
RD,6,0,1,9.934169774130694
RD,6,0,1,8.532704533763074
RD,6,0,1,7.92799206931738
RD,6,0,1,11.15631524687263
RD,6,0,1,7.751303780559642
RD,6,0,1,8.904899646524562
RD,6,0,1,9.617021571568287
RD,6,0,1,9.5999248626552
RD,6,0,1,8.437505587143104
RD,6,0,1,9.672380574730841
RD,6,0,1,9.372519895591616
RD,6,0,1,8.554186867640947
RD,6,0,1,8.896930842673605
RD,6,0,1,8.68238632641999
RD,6,0,1,8.094471017682423
RD,6,0,1,10.11380562088151
RD,6,0,1,10.637063272028424
RD,6,0,1,10.624460156769544
RD,6,0,1,10.64479068326202
RD,6,0,1,8.082071268249784
RD,6,0,1,10.605949258184424
RD,6,0,1,9.825273965251249
RD,6,0,1,8.976188592316792
RD,6,0,1,9.297732482278569
RD,6,0,1,8.816877562954524
RD,6,0,1,9.132335298279362
RD,6,0,1,10.624815830482373
RD,6,0,1,9.073927038406815
RD,6,0,1,8.974240489792376
RD,6,0,1,8.49360739103151
RD,6,0,1,10.571863394440992
RD,6,0,1,8.57756343010669
RD,6,0,1,10.34544644784253
RD,6,0,1,8.420847125851747
RD,6,0,1,9.698426287692534
RD,6,0,1,8.953398452896426
RD,6,0,1,10.036334003583107
RD,6,0,1,8.220457923173132
RD,6,0,1,9.769260685551906
RD,6,0,1,10.403416887893417
RD,6,0,1,9.739541246799828
RD,6,0,1,8.603898872398954
RD,6,0,1,9.185377402491035
RD,6,0,1,9.78010676272703
RD,6,0,1,8.820708800390271
RD,6,0,1,8.806978645433201
RD,6,0,1,8.925061208864626
RD,6,0,1,9.08855568488283
RD,6,0,1,9.749803787195823
RD,6,0,1,7.709378091240264
RD,6,0,1,12.700830435172232
RD,6,0,1,11.29214380448964
RD,6,0,1,9.877797798001406
RD,6,0,1,9.319652743431028
RD,6,0,1,8.363429293673903
RD,6,0,1,8.817318538630694
RD,6,0,1,7.670720635479462
RD,6,0,1,10.02293684800728
RD,6,0,1,9.483626036018027
RD,6,0,1,9.390951319969627
RD,6,0,1,8.584861906437027
RD,6,0,1,8.46783429230614
RD,6,0,1,9.241992169848992
RD,6,0,1,9.067782767610293
RD,6,0,1,9.625978217226852
RD,6,0,1,8.933969029310518
RD,6,0,1,9.232033049396353
RD,6,0,1,8.990326256933177
RD,6,0,1,10.259620185647265
RD,6,0,1,9.864664428955923
RD,6,0,1,8.782994904228048
RD,6,0,1,11.228798740020292
RD,6,0,1,9.651949026515663
RD,6,0,1,8.700700496647134
RD,6,0,1,10.015805752179432
RD,6,0,1,10.201030725508726
RD,6,0,1,8.579355492191763
RD,6,0,1,8.783632646007877
RD,6,0,1,8.834333597318462
RD,6,0,1,10.991346505091713
RD,6,0,1,12.561277276562794
RD,6,0,1,10.861503930847896
RD,6,0,1,14.384223950641566
RD,6,0,1,12.258939452759918
RD,6,0,1,9.968703372865289
RD,6,0,1,8.459279637192694
RD,6,0,1,9.51145692447625
RD,6,0,1,8.333403368464491
RD,6,0,1,10.092806342620282
RD,6,0,1,10.172611753988559
RD,6,0,1,8.953893348085877
RD,6,0,1,9.665017874634003
RD,6,0,1,8.129556662720852
RD,6,0,1,8.717946721134258
RD,6,0,1,9.073542063993738
RD,6,0,1,10.011135012623296
RD,6,0,1,7.990847894023005
RD,6,0,1,8.92161211434475
RD,6,0,1,9.25744961664483
RD,6,0,1,8.731533211169022
RD,6,0,1,8.477522182360957
RD,6,0,1,7.617945041851435
RD,6,0,1,8.47397045581575
RD,6,0,1,9.995986566021813
RD,6,0,1,9.109115759338753
RD,6,0,1,9.74625896877889
RD,6,0,1,9.920868672785339
RD,6,0,1,10.336365547607027
RD,6,0,1,9.631608711251705
RD,6,0,1,8.35163879986693
RD,6,0,1,9.359413738651714
RD,6,0,1,9.534501677647764
RD,6,0,1,10.154261702327876
RD,6,0,1,8.903242789452026
RD,6,0,1,9.634714952621728
RD,6,0,1,10.778449795553016
RD,6,0,1,8.499168843525027
RD,6,0,1,9.742242056363395
RD,6,0,1,8.399524665366371
RD,6,0,1,8.362980623761445
RD,6,0,1,9.528690728062905
RD,6,0,1,8.380723718177538
RD,6,0,1,10.135490191026353
RD,6,0,1,8.124306512873982
RD,6,0,1,11.376042970446019
RD,6,0,1,7.3778893389211575
RD,6,0,1,8.691946679172435
RD,6,0,1,11.097234983402302
RD,6,0,1,4.753032902839465
RD,6,0,1,9.01513480776428
RD,6,0,1,8.687112884404762
RD,6,0,1,9.059432740048194
RD,6,0,1,9.309202796002527
RD,6,0,1,9.561026384546558
RD,6,0,1,8.10502722003342
RD,6,0,1,8.831660971195578
RD,6,0,1,8.661759880895374
RD,6,0,1,9.134300255070045
RD,6,0,1,10.561319771465065
RD,6,0,1,9.62265043850456
RD,6,0,1,10.813548860892386
RD,6,0,1,9.39761811458256
RD,6,0,1,9.897872748439873
RD,6,0,1,8.957304660892493
RD,6,0,1,10.096999004828877
RD,6,0,1,9.5685773637231
RD,6,0,1,7.8972781249381185
RD,6,0,1,7.569130932091035
RD,6,0,1,9.349410077315756
RD,6,0,1,8.606450809028416
RD,6,0,1,9.184953137368108
RD,6,0,1,8.545702048360173
RD,6,0,1,11.153359255411424
RD,6,0,1,8.034175612467074
RD,6,0,1,9.789915511443095
RD,6,0,1,9.552779470663015
RD,6,0,1,9.123129719499516
RD,6,0,1,9.722355284748794
RD,6,0,1,8.991375040069371
RD,6,0,1,9.021681864043938
RD,6,0,1,8.998974098942867
RD,6,0,1,8.83379404761543
RD,6,0,1,9.005946877341824
RD,6,0,1,9.271225770353073
RD,6,0,1,9.212136251637588
RD,6,0,1,9.763521019749017
RD,6,0,1,9.224559769857876
RD,6,0,1,8.703017218246849
RD,6,0,1,8.994301042416915
RD,6,0,1,8.738369886637596
RD,6,0,1,8.414836091648166
RD,6,0,1,9.787825265905497
RD,6,0,1,9.453769514441
RD,6,0,1,10.332912423513374
RD,6,0,1,9.69116721735471
RD,6,0,1,9.767066178957453
RD,6,0,1,9.203163847340097
RD,6,0,1,9.155276789236098
RD,6,0,1,9.342941029126273
RD,6,0,1,9.557928997650276
RD,6,0,1,9.131447250747122
RD,6,0,1,9.263094738998916
RD,6,0,1,10.03097679123817
RD,6,0,1,12.867822558585793
RD,6,0,1,8.976629356745551
RD,6,0,1,9.21905044375185
RD,6,0,1,10.683279056048587
RD,6,0,1,8.61027408375234
RD,6,0,1,8.541988080049219
RD,6,0,1,9.417965950549156
RD,6,0,1,8.170763350550132
RD,6,0,1,9.074844065702532
RD,6,0,1,9.40580685763532
RD,6,0,1,9.64405850848797
RD,6,0,1,9.106131486451243
RD,6,0,1,9.317889290638313
RD,6,0,1,8.51962893135843
RD,6,0,1,9.431348866466802
RD,6,0,1,8.26810984080522
RD,6,0,1,9.54822309078871
RD,6,0,1,9.303746040877048
RD,6,0,1,8.561518060410869
RD,6,0,1,8.765370940287287
RD,6,0,1,8.971283990296097
RD,6,0,1,9.187297455831853
RD,6,0,1,9.063719149261154
RD,6,0,1,8.977978054449718
RD,6,0,1,12.95324030923318
RD,6,0,1,10.083769712583628
RD,6,0,1,9.957957365008525
RD,6,0,1,9.550765320184897
RD,6,0,1,9.94955326493482
RD,6,0,1,10.343491916643455
RD,6,0,1,9.797662742827189
RD,6,0,1,9.10010199924292
RD,6,0,1,8.387889914341589
RD,6,0,1,9.373687598160938
RD,6,0,1,8.597551229922793
RD,6,0,1,11.203684078386722
RD,6,0,1,12.814828216314798
RD,6,0,1,11.914482491045888
RD,6,0,1,11.672594840155952
RD,6,0,1,9.48121307713917
RD,6,0,1,8.762824809708203
RD,6,0,1,8.47438092047243
RD,6,0,1,8.647050480367113
RD,6,0,1,9.763681793434298
RD,6,0,1,9.460103822421253
RD,6,0,1,8.60525885782188
RD,6,0,1,9.18806919807242
RD,6,0,1,9.349812634721797
RD,6,0,1,10.72452992530641
RD,6,0,1,9.996890865146426
RD,6,0,1,8.119084876960265
RD,6,0,1,8.678944479977755
RD,6,0,1,10.291015283288054
RD,6,0,1,8.563902033717596
RD,6,0,1,8.57413858070645
RD,6,0,1,9.185111228841869
RD,6,0,1,9.209734448661688
RD,6,0,1,8.674008866731633
RD,6,0,1,9.228209067039188
RD,6,0,1,8.236730586629513
RD,6,0,1,10.076244049992837
RD,6,0,1,12.305998503374376
RD,6,0,1,10.78418321234663
RD,6,0,1,11.330731944719332
RD,6,0,1,9.972138565693953
RD,6,0,1,9.606395907596035
RD,6,0,1,10.028486804871175
RD,6,0,1,9.690531739477315
RD,6,0,1,7.9638240363659385
RD,6,0,1,10.40113135828408
RD,6,0,1,8.061438346314773
RD,6,0,1,9.9893875686897
RD,6,0,1,10.225311721068504
RD,6,0,1,9.522111938369147
RD,6,0,1,10.909495812545398
RD,6,0,1,9.09066472649874
RD,6,0,1,8.489764733940781
RD,6,0,1,8.993327059984644
RD,6,0,1,8.985876495493272
RD,6,0,1,9.085766800259822
RD,6,0,1,7.670566187640766
RD,6,0,1,9.795445406673675
RD,6,0,1,7.879682571831701
RD,6,0,1,8.732453672772902
RD,6,0,1,8.85372202635681
RD,6,0,1,9.563794379449018
RD,6,0,1,8.889409309120246
RD,6,0,1,6.982500434153032
RD,6,0,1,9.963713983425517
RD,6,0,1,7.999944682175677
RD,6,0,1,10.605310528941718
RD,6,0,1,9.401359685559978
RD,6,0,1,9.984285407990576
RD,6,0,1,8.725826119127742
RD,6,0,1,9.428810300149841
RD,6,0,1,9.195625565920338
RD,6,0,1,10.447400206234008
RD,6,0,1,11.83767247986312
RD,6,0,1,8.913882070789736
RD,6,0,1,8.774304969329183
RD,6,0,1,9.138388863231146
RD,6,0,1,9.096681793892039
RD,6,0,1,8.200539803499911
RD,6,0,1,8.936097348617515
RD,6,0,1,8.865142544598044
RD,6,0,1,7.801097288561589
RD,6,0,1,8.359216498727946
RD,6,0,1,9.53330376268072
RD,6,0,1,8.349774226652436
RD,6,0,1,9.81478886595804
RD,6,0,1,9.31149626764153
RD,6,0,1,9.89259334834589
RD,6,0,1,10.773597760646911
RD,6,0,1,9.2523242066342
RD,6,0,1,8.629770701699346
RD,6,0,1,8.60345814993682
RD,6,0,1,9.51160578337765
RD,6,0,1,10.09668654616176
RD,6,0,1,8.578359670206765
RD,6,0,1,10.097137518111552
RD,6,0,1,9.916509547022407
RD,6,0,1,10.152734325628803
RD,6,0,1,8.476319472695995
RD,6,0,1,8.878736701792462
RD,6,0,1,9.254046408059331
RD,6,0,1,7.864134450298792
RD,6,0,1,8.447725438743436
RD,6,0,1,9.661000063173013
RD,6,0,1,11.288030755592384
RD,6,0,1,9.604403136484994
RD,6,0,1,8.55182062464273
RD,6,0,1,9.337337093621834
RD,6,0,1,8.767036008852305
RD,6,0,1,11.477409418678857
RD,6,0,1,11.492900419324812
RD,6,0,1,8.38364931714727
RD,6,0,1,8.9402074597918
RD,6,0,1,8.416672592359475
RD,6,0,1,8.551171810489429
RD,6,0,1,7.320518357007533
RD,6,0,1,9.743327674357847
RD,6,0,1,8.847505466008947
RD,6,0,1,8.366350974313512
RD,6,0,1,9.209099610973439
RD,6,0,1,8.893489310034184
RD,6,0,1,9.018121467901157
RD,6,0,1,8.985853079400918
RD,6,0,1,9.650859519834079
RD,6,0,1,9.879246191996387
RD,6,0,1,10.912280919879969
RD,6,0,1,9.643773142473613
RD,6,0,1,9.655975352398691
RD,6,0,1,10.136477097463157
RD,6,0,1,8.205724529457203
RD,6,0,1,7.921165105486683
RD,6,0,1,9.081979770532964
RD,6,0,1,8.64334088937147
RD,6,0,1,9.218974758027656
RD,6,0,1,9.612695096766828
RD,6,0,1,8.103445953905073
RD,6,0,1,9.303014737905837
RD,6,0,1,8.525116163900694
RD,6,0,1,8.724170974514038
RD,6,0,1,9.84530242527498
RD,6,0,1,9.513574897220884
RD,6,0,1,9.529324840055668
RD,6,0,1,9.146840283293756
RD,6,0,1,9.915078685640744
RD,6,0,1,9.100995770698841
RD,6,0,1,9.627466591072231
RD,6,0,1,9.242409372323657
RD,6,0,1,8.756088053152702
RD,6,0,1,9.650524206166189
RD,6,0,1,8.553349699890855
RD,6,0,1,8.72506012654057
RD,6,0,1,8.677913364039025
RD,6,0,1,9.367465074755543
RD,6,0,1,9.060261813459167
RD,6,0,1,9.042648104411484
RD,6,0,1,9.292979734382811
RD,6,0,1,9.127290364249951
RD,6,0,1,7.2540324820271
RD,6,0,1,8.123887948571973
