direction,regime,Force,feedrate,Gfl_dB
RD,3,-1,1,7.476016403317427
RD,3,-1,1,6.3384441175405115
RD,3,-1,1,9.100462775594753
RD,3,-1,1,8.989219021437389
RD,3,-1,1,5.961719573656037
RD,3,-1,1,8.40555831463508
RD,3,-1,1,7.850738417418448
RD,3,-1,1,8.599203687444188
RD,3,-1,1,7.265787826867864
RD,3,-1,1,8.846048547585319
RD,3,-1,1,7.820495846925848
RD,3,-1,1,7.405046416972976
RD,3,-1,1,7.202435663906801
RD,3,-1,1,6.827355733503797
RD,3,-1,1,5.9741101135573516
RD,3,-1,1,7.68717591816646
RD,3,-1,1,7.959802238256071
RD,3,-1,1,8.708332506482144
RD,3,-1,1,9.76491419576412
RD,3,-1,1,5.383366024030263
RD,3,-1,1,6.352126310432009
RD,3,-1,1,6.7319175856880165
RD,3,-1,1,7.531989013122526
RD,3,-1,1,7.3571220561473005
RD,3,-1,1,8.242765409834227
RD,3,-1,1,7.822060709056213
RD,3,-1,1,5.508682901559041
RD,3,-1,1,5.326735209411595
RD,3,-1,1,8.242286584357856
RD,3,-1,1,7.9528951124271074
RD,3,-1,1,7.389337492035288
RD,3,-1,1,6.437904861621373
RD,3,-1,1,7.064472885703079
RD,3,-1,1,6.621700536829973
RD,3,-1,1,6.309904580159724
RD,3,-1,1,10.495589348378545
RD,3,-1,1,7.472520465870716
RD,3,-1,1,7.313529973806414
RD,3,-1,1,8.958418439301994
RD,3,-1,1,7.5260396498233995
RD,3,-1,1,7.389109436546111
RD,3,-1,1,7.549081902238619
RD,3,-1,1,5.943229827149548
RD,3,-1,1,7.341407587013844
RD,3,-1,1,7.826554539318877
RD,3,-1,1,5.87645753085333
RD,3,-1,1,7.809804369227322
RD,3,-1,1,7.095925912912762
RD,3,-1,1,7.305284374644305
RD,3,-1,1,5.437932868002022
RD,3,-1,1,6.835027366319366
RD,3,-1,1,7.634078659456502
RD,3,-1,1,6.521876157370752
RD,3,-1,1,6.096448399264567
RD,3,-1,1,5.290162639183684
RD,3,-1,1,9.013891827601856
RD,3,-1,1,9.608316880546681
RD,3,-1,1,7.315406538808258
RD,3,-1,1,6.479831194192123
RD,3,-1,1,9.06030011135563
RD,3,-1,1,5.9876878191844085
RD,3,-1,1,6.549893920898278
RD,3,-1,1,7.179450472322095
RD,3,-1,1,7.513565316360378
RD,3,-1,1,6.482680302209918
RD,3,-1,1,7.581700353429319
RD,3,-1,1,7.788890457625897
RD,3,-1,1,6.6581282143011755
RD,3,-1,1,7.252719431631203
RD,3,-1,1,6.185430800074538
RD,3,-1,1,7.295219583427404
RD,3,-1,1,8.197635847491647
RD,3,-1,1,9.345567779167325
RD,3,-1,1,8.513166218331012
RD,3,-1,1,8.534817397378252
RD,3,-1,1,6.287941719898189
RD,3,-1,1,8.942627753117591
RD,3,-1,1,7.196214783000681
RD,3,-1,1,6.901605160480226
RD,3,-1,1,7.532055298542986
RD,3,-1,1,7.1152616825590975
RD,3,-1,1,6.77958569345245
RD,3,-1,1,9.22597118114231
RD,3,-1,1,7.258981194926815
RD,3,-1,1,7.196986747160405
RD,3,-1,1,6.270729329450191
RD,3,-1,1,8.660274949184537
RD,3,-1,1,6.031250265553076
RD,3,-1,1,8.739114175230043
RD,3,-1,1,6.424600708248658
RD,3,-1,1,7.610281150960532
RD,3,-1,1,6.56165401626339
RD,3,-1,1,7.917553321663693
RD,3,-1,1,7.175272639714461
RD,3,-1,1,8.678052586240845
RD,3,-1,1,7.827916132256405
RD,3,-1,1,7.278550111808588
RD,3,-1,1,6.10888528653339
RD,3,-1,1,7.663063529631611
RD,3,-1,1,7.800455688002863
RD,3,-1,1,6.946084178706489
RD,3,-1,1,7.697194685504947
RD,3,-1,1,7.382432530000127
RD,3,-1,1,6.447136789755259
RD,3,-1,1,10.454942620169074
RD,3,-1,1,7.790148310345053
RD,3,-1,1,12.993195232233603
RD,3,-1,1,12.559014416118828
RD,3,-1,1,8.337579683126997
RD,3,-1,1,8.98860590455719
RD,3,-1,1,8.158240317032526
RD,3,-1,1,9.029252445120477
RD,3,-1,1,5.276323863190662
RD,3,-1,1,7.979400850415459
RD,3,-1,1,7.257823349069081
RD,3,-1,1,7.297538495206055
RD,3,-1,1,7.594578805082328
RD,3,-1,1,6.07279580145736
RD,3,-1,1,6.969882657728945
RD,3,-1,1,7.587908422216447
RD,3,-1,1,7.185877894404218
RD,3,-1,1,7.149621962555273
RD,3,-1,1,7.0185080071966155
RD,3,-1,1,6.552707890420546
RD,3,-1,1,8.163734216245278
RD,3,-1,1,7.57818296075472
RD,3,-1,1,6.272578534390014
RD,3,-1,1,9.538503449215927
RD,3,-1,1,8.22956562084384
RD,3,-1,1,6.1882935265713
RD,3,-1,1,7.4792863322264225
RD,3,-1,1,8.488118410970795
RD,3,-1,1,6.412633091541338
RD,3,-1,1,6.4333605653975034
RD,3,-1,1,6.4719558230133245
RD,3,-1,1,9.794827376347008
RD,3,-1,1,10.184846432283337
RD,3,-1,1,10.913581345732144
RD,3,-1,1,13.865006404602696
RD,3,-1,1,10.376398021284832
RD,3,-1,1,7.271742196954438
RD,3,-1,1,6.111906319503149
RD,3,-1,1,6.97729254567113
RD,3,-1,1,6.183727994877568
RD,3,-1,1,7.816681785397961
RD,3,-1,1,7.583183163567995
RD,3,-1,1,6.474864260290527
RD,3,-1,1,7.761311668325472
RD,3,-1,1,5.819513171758839
RD,3,-1,1,6.183995581274022
RD,3,-1,1,6.914162298717184
RD,3,-1,1,7.915174529187521
RD,3,-1,1,6.380810313862355
RD,3,-1,1,7.5104591406092425
RD,3,-1,1,6.746475345588436
RD,3,-1,1,6.533462592015571
RD,3,-1,1,6.7472128542002885
RD,3,-1,1,5.76549176262267
RD,3,-1,1,6.02817374114716
RD,3,-1,1,7.4497206979616415
RD,3,-1,1,6.982959910619488
RD,3,-1,1,7.747084956064398
RD,3,-1,1,8.103948404208623
RD,3,-1,1,7.79534471622533
RD,3,-1,1,9.117650396756165
RD,3,-1,1,8.946539032628955
RD,3,-1,1,7.183940534781161
RD,3,-1,1,7.79414729369611
RD,3,-1,1,8.413242574903634
RD,3,-1,1,6.363514319683148
RD,3,-1,1,7.471708360685572
RD,3,-1,1,9.427031636365317
RD,3,-1,1,8.82990504834165
RD,3,-1,1,7.288871691893526
RD,3,-1,1,6.597673857701878
RD,3,-1,1,7.076025246713087
RD,3,-1,1,7.756151089271324
RD,3,-1,1,6.103696038943784
RD,3,-1,1,8.909065559482876
RD,3,-1,1,6.339841837463176
RD,3,-1,1,10.860631679297743
RD,3,-1,1,6.906615686992481
RD,3,-1,1,8.0729229023353
RD,3,-1,1,10.361801034295084
RD,3,-1,1,3.448934966810935
RD,3,-1,1,8.20971560303942
RD,3,-1,1,6.13667457830708
RD,3,-1,1,7.917115043055354
RD,3,-1,1,6.776853286233671
RD,3,-1,1,8.711195297829288
RD,3,-1,1,6.4891956767621295
RD,3,-1,1,6.282200561646487
RD,3,-1,1,6.4560912343518595
RD,3,-1,1,7.5593353433615285
RD,3,-1,1,8.505597926190429
RD,3,-1,1,7.917037043816482
RD,3,-1,1,8.526676224178402
RD,3,-1,1,7.31653619107135
RD,3,-1,1,7.4862068493014
RD,3,-1,1,7.259946383274869
RD,3,-1,1,8.294629250985341
RD,3,-1,1,8.06844513452587
RD,3,-1,1,5.827648363261488
RD,3,-1,1,5.845074979052569
RD,3,-1,1,7.697855640823654
RD,3,-1,1,5.962868692324843
RD,3,-1,1,6.899862027705037
RD,3,-1,1,7.0591770832526635
RD,3,-1,1,9.332884009187392
RD,3,-1,1,5.679474339840862
RD,3,-1,1,9.255022967082454
RD,3,-1,1,7.6900576065783355
RD,3,-1,1,7.383813747247636
RD,3,-1,1,7.410366257668972
RD,3,-1,1,6.792457893703023
RD,3,-1,1,6.689873379268594
RD,3,-1,1,6.512282777459664
RD,3,-1,1,8.137487971105148
RD,3,-1,1,7.331637215014499
RD,3,-1,1,6.887048730192635
RD,3,-1,1,6.820606061735006
RD,3,-1,1,10.937998636238664
RD,3,-1,1,6.636426623727658
RD,3,-1,1,6.248317907803127
RD,3,-1,1,6.637645972713404
RD,3,-1,1,6.288049532269717
RD,3,-1,1,6.3039424019846635
RD,3,-1,1,7.126160726310342
RD,3,-1,1,7.647201994367325
RD,3,-1,1,9.733325895236966
RD,3,-1,1,7.721785569943602
RD,3,-1,1,7.439338863724672
RD,3,-1,1,6.900815478009452
RD,3,-1,1,6.707087757271157
RD,3,-1,1,7.0230893658898985
RD,3,-1,1,8.181648373694888
RD,3,-1,1,8.27625400442269
RD,3,-1,1,7.343005936381601
RD,3,-1,1,10.8831326410691
RD,3,-1,1,11.17336324212161
RD,3,-1,1,6.373424725044714
RD,3,-1,1,9.448218017102477
RD,3,-1,1,9.11265811216408
RD,3,-1,1,6.984652422926665
RD,3,-1,1,7.190534521570768
RD,3,-1,1,7.192754929555036
RD,3,-1,1,5.949037085211355
RD,3,-1,1,6.9271846389733405
RD,3,-1,1,7.2545801583348535
RD,3,-1,1,7.1449498013440405
RD,3,-1,1,6.579878074318604
RD,3,-1,1,6.847968176017929
RD,3,-1,1,5.999009842952656
RD,3,-1,1,7.392225088087319
RD,3,-1,1,5.771827616657443
RD,3,-1,1,7.0264673956639
RD,3,-1,1,6.8476762918685985
RD,3,-1,1,5.948746438095007
RD,3,-1,1,7.856441138831514
RD,3,-1,1,7.000953708390707
RD,3,-1,1,6.731356213033681
RD,3,-1,1,6.832611086120259
RD,3,-1,1,6.468777017875276
RD,3,-1,1,10.608049601496603
RD,3,-1,1,8.014996584837117
RD,3,-1,1,7.484098539540085
RD,3,-1,1,6.892026826702278
RD,3,-1,1,7.957420312055916
RD,3,-1,1,8.892223919305309
RD,3,-1,1,8.212331303492899
RD,3,-1,1,6.385236784678963
RD,3,-1,1,6.1066728706197715
RD,3,-1,1,6.8010846746828335
RD,3,-1,1,6.480680621845263
RD,3,-1,1,12.047024382787637
RD,3,-1,1,11.533927193682043
RD,3,-1,1,10.352891345360593
RD,3,-1,1,10.792177879204736
RD,3,-1,1,6.934487445670889
RD,3,-1,1,6.121241922279559
RD,3,-1,1,6.298006322476208
RD,3,-1,1,6.348728837958895
RD,3,-1,1,7.563910835270189
RD,3,-1,1,7.064048048981917
RD,3,-1,1,6.627506963002059
RD,3,-1,1,6.53741467118353
RD,3,-1,1,7.220041369162455
RD,3,-1,1,8.014509088177064
RD,3,-1,1,8.728160289390061
RD,3,-1,1,6.734309418100661
RD,3,-1,1,7.1916553565465335
RD,3,-1,1,7.6673826120812905
RD,3,-1,1,6.556095271989282
RD,3,-1,1,6.071702618264219
RD,3,-1,1,7.733077507337018
RD,3,-1,1,7.203480085888394
RD,3,-1,1,9.28488181257304
RD,3,-1,1,6.806655338128973
RD,3,-1,1,6.271590484642466
RD,3,-1,1,8.17486124420265
RD,3,-1,1,10.86276798668326
RD,3,-1,1,8.870940426728193
RD,3,-1,1,9.463246932562921
RD,3,-1,1,9.054644274526265
RD,3,-1,1,8.51731287169672
RD,3,-1,1,7.799099531418392
RD,3,-1,1,7.514624676198132
RD,3,-1,1,5.362799508930376
RD,3,-1,1,7.960394870213818
RD,3,-1,1,5.595384353781228
RD,3,-1,1,7.934597416285651
RD,3,-1,1,8.567915853961612
RD,3,-1,1,7.154412081644761
RD,3,-1,1,8.908463064859458
RD,3,-1,1,6.417612620210829
RD,3,-1,1,6.142868011814411
RD,3,-1,1,6.477129645008528
RD,3,-1,1,6.922703350969801
RD,3,-1,1,6.358061495671734
RD,3,-1,1,5.567616603190082
RD,3,-1,1,7.688110896105798
RD,3,-1,1,5.9271501653918435
RD,3,-1,1,7.051797129315407
RD,3,-1,1,6.5165202035564995
RD,3,-1,1,7.3588189458670605
RD,3,-1,1,7.117019998687901
RD,3,-1,1,4.684681003725171
RD,3,-1,1,7.407705692688857
RD,3,-1,1,5.653443577511439
RD,3,-1,1,9.195918267781842
RD,3,-1,1,6.694313091369288
RD,3,-1,1,8.644389329496676
RD,3,-1,1,6.817142545101138
RD,3,-1,1,7.0339734772024265
RD,3,-1,1,7.3604800279886895
RD,3,-1,1,9.146368540431435
RD,3,-1,1,12.315076530058864
RD,3,-1,1,6.970460288089448
RD,3,-1,1,6.516619140236184
RD,3,-1,1,7.364436518287647
RD,3,-1,1,6.7578717942323685
RD,3,-1,1,7.191496975679765
RD,3,-1,1,6.627710014777524
RD,3,-1,1,6.78597483472938
RD,3,-1,1,6.063662352190491
RD,3,-1,1,6.800676750127206
RD,3,-1,1,7.549231941625241
RD,3,-1,1,6.547299407678011
RD,3,-1,1,8.223556634841476
RD,3,-1,1,6.7538488922613205
RD,3,-1,1,8.174558089359838
RD,3,-1,1,8.096088398265984
RD,3,-1,1,6.7969803029065545
RD,3,-1,1,6.1131393367109865
RD,3,-1,1,6.299336473242221
RD,3,-1,1,7.1835435420726235
RD,3,-1,1,8.139750560425387
RD,3,-1,1,6.1128822380479875
RD,3,-1,1,8.535348840726638
RD,3,-1,1,8.211703163746833
RD,3,-1,1,9.00860588020894
RD,3,-1,1,6.249977931389328
RD,3,-1,1,6.695560875955202
RD,3,-1,1,7.205077020882484
RD,3,-1,1,7.49290216738542
RD,3,-1,1,6.3170498583756185
RD,3,-1,1,7.41158589090217
RD,3,-1,1,11.292862454564343
RD,3,-1,1,10.521434890705077
RD,3,-1,1,6.005123247640132
RD,3,-1,1,7.454690511367108
RD,3,-1,1,6.534427873063446
RD,3,-1,1,10.146204232359821
RD,3,-1,1,11.926878561151995
RD,3,-1,1,5.796661557928502
RD,3,-1,1,6.51381097155646
RD,3,-1,1,5.9637168664902696
RD,3,-1,1,6.432617378111587
RD,3,-1,1,5.142629503158478
RD,3,-1,1,7.538985099061524
RD,3,-1,1,6.8970568215242345
RD,3,-1,1,6.348365699573808
RD,3,-1,1,6.882834376701066
RD,3,-1,1,6.910545205730898
RD,3,-1,1,7.152860824259317
RD,3,-1,1,7.101282265910562
RD,3,-1,1,7.6998445677348215
RD,3,-1,1,7.45474592938093
RD,3,-1,1,8.436224695597492
RD,3,-1,1,8.831585308906504
RD,3,-1,1,8.231192696905065
RD,3,-1,1,7.904832160552324
RD,3,-1,1,6.244173687009251
RD,3,-1,1,5.966521973229035
RD,3,-1,1,6.814710237245691
RD,3,-1,1,6.123215548449519
RD,3,-1,1,7.6615756237587185
RD,3,-1,1,7.888979488120302
RD,3,-1,1,5.765834007264985
RD,3,-1,1,7.124824987964509
RD,3,-1,1,5.852355940205278
RD,3,-1,1,7.158056698462936
RD,3,-1,1,7.616543824208417
RD,3,-1,1,8.62543054567757
RD,3,-1,1,7.041562678206716
RD,3,-1,1,6.447534006736326
RD,3,-1,1,7.613272630295533
RD,3,-1,1,6.581269977743425
RD,3,-1,1,7.423264386284547
RD,3,-1,1,7.7003095318462655
RD,3,-1,1,6.650954178099617
RD,3,-1,1,7.0722760080611735
RD,3,-1,1,6.074350832512714
RD,3,-1,1,7.516162685540344
RD,3,-1,1,6.14672107254135
RD,3,-1,1,6.802201763415514
RD,3,-1,1,7.047255486355457
RD,3,-1,1,6.89447134228228
RD,3,-1,1,7.047507554559687
RD,3,-1,1,6.7774448590488845
RD,3,-1,1,6.4906205651782045
RD,3,-1,1,6.879637165281842
RD,3,-1,1,7.874178597601151
RD,3,-1,1,7.4259932603268375
RD,3,-1,1,8.46209396449268
RD,3,-1,1,6.15521431958177
RD,3,-1,1,6.184959233735174
RD,3,-1,1,6.513734094658918
RD,3,-1,1,6.818213923618117
RD,3,-1,1,6.610511866991278
RD,3,-1,1,6.836652947337978
RD,3,-1,1,6.429726155203177
RD,3,-1,1,7.253312991178316
RD,3,-1,1,7.769779721552048
RD,3,-1,1,7.013251094564996
RD,3,-1,1,6.822474811314017
RD,3,-1,1,6.343954332977155
RD,3,-1,1,6.35429158971947
RD,3,-1,1,9.744808744188997
RD,3,-1,1,6.447129590599481
RD,3,-1,1,9.496910064776696
RD,3,-1,1,9.205450880576702
RD,3,-1,1,7.88509655577986
RD,3,-1,1,6.631702135357376
RD,3,-1,1,6.836580608538281
RD,3,-1,1,7.982519311349137
RD,3,-1,1,6.954532415141532
RD,3,-1,1,7.671467523880562
RD,3,-1,1,8.781289126919596
RD,3,-1,1,7.575686204519556
RD,3,-1,1,8.309069963227547
RD,3,-1,1,6.958042506096014
RD,3,-1,1,5.950581098355183
RD,3,-1,1,7.725014021932335
RD,3,-1,1,6.971368340821975
RD,3,-1,1,7.014661668462168
RD,3,-1,1,7.209367793870296
RD,3,-1,1,6.033217896579526
RD,3,-1,1,6.848002314569168
RD,3,-1,1,6.555845415772801
RD,3,-1,1,6.820337775735652
RD,3,-1,1,7.6393115659031
RD,3,-1,1,6.36113588659267
RD,3,-1,1,6.3283791059656025
RD,3,-1,1,8.067093782221999
RD,3,-1,1,7.529765629098026
